nb_ever_used_base_pre                             , 29763677            
lpj_nb_usage                                      , 9355260             
nb_ever_used_base_1                               , 39118937            
nb_ever_used_base_2                               , 38922525            
nb_ever_used_base_2                               , 30283875            
lia_nob4243                                       , 1602865503          
ever_used_app_pre                                 , 10344028            
ever_used_app_1                                   , 13744473            
ever_used_app_2                                   , 10580959            
ever_used_app_2                                   , 10580959            
per_base                                          , 80232               
app_pre_base_pre                                  , 1119430             
per_base                                          , 72769               
app_pre_base_1                                    , 1192199             
app_pre_base_2                                    , 1167956             
app_pre_base_2                                    , 1167956             
